Company,PartNum,WebCategory1_c,WebCategory2_c,WebFamily_c,OrderInWebFamily_c
AU,12220,"Pipes, Fittings & Plumbing", PVC Fittings,Male Valve Adaptor,20mm
AU,12225,"Pipes, Fittings & Plumbing", PVC Fittings,Male Valve Adaptor,25mm
AU,12240,"Pipes, Fittings & Plumbing", PVC Fittings,Male Valve Adaptor,40mm
AU,12250,"Pipes, Fittings & Plumbing", PVC Fittings,Male Valve Adaptor,50mm
AU,12320,"Pipes, Fittings & Plumbing", PVC Fittings,Female Faucet Adaptor,20mm
AU,12325,"Pipes, Fittings & Plumbing", PVC Fittings,Female Faucet Adaptor,25mm
AU,12340,"Pipes, Fittings & Plumbing", PVC Fittings,Female Faucet Adaptor,40mm
AU,12350,"Pipes, Fittings & Plumbing", PVC Fittings,Female Faucet Adaptor,50mm
AU,12543,"Pipes, Fittings & Plumbing", PVC Fittings,Reducing Bushs,40 x 25mm
AU,12555,"Pipes, Fittings & Plumbing", PVC Fittings,Reducing Bushs,50 x 40mm
AU,12565,"Pipes, Fittings & Plumbing", PVC Fittings,Reducing Bushs,65 x 50mm
AU,12586,"Pipes, Fittings & Plumbing", PVC Fittings,Reducing Bushs,80 x 50mm
AU,12615,"Pipes, Fittings & Plumbing", PVC Fittings,End Caps,15mm
AU,12620,"Pipes, Fittings & Plumbing", PVC Fittings,End Caps,20mm
AU,12625,"Pipes, Fittings & Plumbing", PVC Fittings,End Caps,25mm
AU,12640,"Pipes, Fittings & Plumbing", PVC Fittings,End Caps,40mm
AU,12642,"Pipes, Fittings & Plumbing", PVC Fittings,End Caps,40mm
AU,12650,"Pipes, Fittings & Plumbing", PVC Fittings,End Caps,50mm
AU,12652,"Pipes, Fittings & Plumbing", PVC Fittings,End Caps,50mm
AU,12715,"Pipes, Fittings & Plumbing", PVC Fittings,Couplings,15mm
AU,12720,"Pipes, Fittings & Plumbing", PVC Fittings,Couplings,20mm
AU,12725,"Pipes, Fittings & Plumbing", PVC Fittings,Couplings,25mm
AU,12740,"Pipes, Fittings & Plumbing", PVC Fittings,Couplings,40mm
AU,12742,"Pipes, Fittings & Plumbing",PVC Fittings,Couplings,40mm
AU,12750,"Pipes, Fittings & Plumbing", PVC Fittings,Couplings,50mm
AU,12752,"Pipes, Fittings & Plumbing", PVC Fittings,Couplings,50mm
AU,12765,"Pipes, Fittings & Plumbing", PVC Fittings,Couplings,65mm
AU,12780,"Pipes, Fittings & Plumbing", PVC Fittings,Couplings,80mm
AU,12842,"Pipes, Fittings & Plumbing", PVC Fittings,Reducing Couplings,40 x 20mm
AU,12843,"Pipes, Fittings & Plumbing", PVC Fittings,Reducing Couplings,40 x 25mm
AU,12855,"Pipes, Fittings & Plumbing", PVC Fittings,Reducing Couplings,50 x 40mm
AU,13003,"Pipes, Fittings & Plumbing",Plumbing Products,Solvents,500ml
AU,13004,"Pipes, Fittings & Plumbing",Plumbing Products,Solvents,500ml
AU,13011,"Pipes, Fittings & Plumbing",Plumbing Products,Flexible Pvc Hoses,25mm x 15m Roll
AU,13012,"Pipes, Fittings & Plumbing",Plumbing Products,Flexible Pvc Hoses,40mm x 15m Roll
AU,13013,"Pipes, Fittings & Plumbing",Plumbing Products,Flexible Pvc Hoses,50mm x 15m Roll
AU,13021,"Pipes, Fittings & Plumbing",Plumbing Products,Rubber Couplings,50mm x 50mm
AU,13022,"Pipes, Fittings & Plumbing",Plumbing Products,Rubber Couplings,50mm x 40mm
AU,13023,"Pipes, Fittings & Plumbing",Plumbing Products,Rubber Couplings,40mm x 40mm
AU,13024,"Pipes, Fittings & Plumbing",Plumbing Products,Rubber Couplings,40mm x 32mm
AU,13025,"Pipes, Fittings & Plumbing",Plumbing Products,Rubber Couplings,32mm x 32mm
AU,13027,"Pipes, Fittings & Plumbing",Plumbing Products,Rubber Couplings,40mm
AU,13028,"Pipes, Fittings & Plumbing",Plumbing Products,Rubber Couplings,50mm
AU,13031,"Pipes, Fittings & Plumbing",Plumbing Products,Hose Clamps,25mm
AU,13032,"Pipes, Fittings & Plumbing",Plumbing Products,Hose Clamps,40mm
AU,13033,"Pipes, Fittings & Plumbing",Plumbing Products,Hose Clamps,50mm
AU,13041,"Pipes, Fittings & Plumbing",Plumbing Products,Galvanised Saddles,40mm
AU,13042,"Pipes, Fittings & Plumbing",Plumbing Products,Galvanised Saddles,50mm
AU,13043,Heaters,Zane Solar,Roof Fasteners  ,40mm
AU,13044,Heaters,Zane Solar,Roof Fasteners  ,50mm
AU,13051,"Pipes, Fittings & Plumbing",Plumbing Products,Plumbing Accessories,12mm x 10m Roll
AU,13056,"Pipes, Fittings & Plumbing",Plumbing Products,Plumbing Accessories,150g per set
AU,13085,"Pipes, Fittings & Plumbing",Plumbing Products,Expansion Plugs,25mm
AU,13086,"Pipes, Fittings & Plumbing",Plumbing Products,Expansion Plugs,32mm
AU,13087,"Pipes, Fittings & Plumbing",Plumbing Products,Expansion Plugs,40mm
AU,13088,"Pipes, Fittings & Plumbing",Plumbing Products,Expansion Plugs,50mm
AU,13104,"Pipes, Fittings & Plumbing",Plumbing Products,Solvents,500ml
AU,13202,"Pipes, Fittings & Plumbing",Plumbing Products,Solvents,500ml
AU,13203,"Pipes, Fittings & Plumbing",Plumbing Products,Solvents,500ml
AU,14020,Valves,Valves,Compact Ball Valves,20mm
AU,14025,Valves,Valves,Compact Ball Valves,25mm
AU,14040,Valves,Valves,Compact Ball Valves,40mm
AU,14050,Valves,Valves,Compact Ball Valves,50mm
AU,14420,"Pipes, Fittings & Plumbing",Plumbing Products,Screen-Foot Valve,20mm
AU,14560,"Pipes, Fittings & Plumbing",Plumbing Products,In Line Strainer, 
AU,14640,Valves,Valves,Non-Return Valves,40mm
AU,14641,Valves,Valves,Flow Check Valves,40/50mm
AU,14650,Valves,Valves,Non-Return Valves,50mm
AU,14651,Valves,Valves,Flow Check Valves,50/65mm
AU,14842,Valves,Valves,Fulflo Valves,40mm
AU,14843,Valves,Valves,Fulflo Valves,40mm
AU,14852,Valves,Valves,Fpi Valves,40/50mm
AU,14853,Valves,Valves,Fpi Valves,40/50mm
AU,14856,Valves,Valves,Fpi Valves,50/65mm
AU,14860,Valves,Valves,Fpi Valves,50/65mm
AU,14892,Valves,Valves,Fpi Valves,65/80mm
AU,14893,Valves,Valves,Fpi Valves,65/80mm
AU,21450,Filters - Residential,Cartridge Filters,Trimline Cartridge Filters,50 sq.ft
AU,21475,Filters - Residential,Cartridge Filters,Trimline Cartridge Filters,75 sq.ft
AU,22024,Filters - Residential, Sand Filters,Micron Eco TM Sand Filters,24”
AU,22029,Filters - Residential, Sand Filters,Micron Eco TM Sand Filters,28”
AU,22032,Filters - Residential, Sand Filters,Micron Eco TM Sand Filters,32”
AU,22036,Filters - Residential, Sand Filters,Micron Eco TM Sand Filters,36”
AU,23027,Filters - Residential, DE Filters,Fulflo Perl Filters,27 sq.ft
AU,23036,Filters - Residential, DE Filters,Fulflo Perl Filters,36 sq.ft
AU,23048,Filters - Residential, DE Filters,Fulflo Perl Filters,48 sq.ft
AU,25500,Sanitising Equipment, Dispenser,Chlorine Feeders,
AU,25653,Sanitising Equipment,Nature2,Nature2 Sanitisers,
AU,25655,Sanitising Equipment,Nature2,Nature2 Sanitisers,
AU,26505,Lights,Light Accessories,Light Transformers,120Va / 12 Volts
AU,26601,Lights,Light Accessories,Litestream light accessories,
AU,29101,Recirculation, Eyeballs,Eyeballs - Slip Fit ,CL9/40mm
AU,29102,Recirculation, Eyeballs,Eyeballs - Slip Fit ,CL9/40mm
AU,29103,Recirculation, Eyeballs,Eyeballs - Slip Fit ,CL9/40mm
AU,29104,Recirculation, Eyeballs,Eyeballs - Slip Fit ,CL9/40mm
AU,29106,Recirculation, Eyeballs,Eyeballs - Threaded,40mm
AU,29108,Recirculation, Eyeballs,Eyeballs - Slip Fit ,CL9/40mm
AU,29120,Recirculation, Eyeballs,Eyeballs - Threaded,
AU,29121,Recirculation, Eyeballs,Eyeballs - Threaded,40mm
AU,29122,Recirculation, Eyeballs,Eyeballs - Threaded,
AU,29123,Recirculation, Eyeballs,Eyeballs - Threaded,
AU,29150,Recirculation, Eyeballs,Eyeballs - Slip Fit ,50mm
AU,29153,Recirculation, Eyeballs,Eyeballs - Slip Fit ,Cl9/50mm
AU,29201,Recirculation, Skimmers,Supa Skimmer with Lid & Ring,
AU,29205,Recirculation, Skimmers,Supa Skimmer with Lid & Ring,
AU,29206,Recirculation, Skimmers,Supa Skimmer with Lid & Ring,
AU,29208,Recirculation, Skimmers,Supa Skimmer with Lid & Ring,
AU,29210,Recirculation, Skimmers,Supa Skimmer with Lid & Ring,
AU,29230,Cleaners,Suction Cleaners,Ecoskim,
AU,29251,Recirculation, Skimmers,S75 with Lid & Ring,
AU,29253,Recirculation, Skimmers,S75 with Lid & Ring,
AU,29256,Recirculation, Skimmers,S75 with Lid & Ring - Escutcheon Kit,
AU,29257,Recirculation, Skimmers,S75 with Lid & Ring - Escutcheon Kit,
AU,29300,Recirculation, Maindrains,Maindrains,
AU,29301,Recirculation, Maindrains,Maindrains,
AU,29302,Recirculation, Maindrains,Maindrains,50mm
AU,29303,Recirculation, Maindrains,Maindrains,
AU,29304,Recirculation, Maindrains,Maindrains,
AU,29307,Recirculation, Maindrains,Maindrains,
AU,29308,Recirculation, Maindrains,Maindrains,
AU,29313,Recirculation, Maindrains,Maindrains,
AU,29314,Recirculation, Maindrains,Maindrains,
AU,29315,Recirculation, Maindrains,Maindrains,
AU,29319,Recirculation, Skimmers,Auto Water Levellers,
AU,31009,Handover Equipment,Handover Equipment,Premium Vacuum Hoses,9m
AU,31011,Handover Equipment,Handover Equipment,Premium Vacuum Hoses,11m
AU,31013,Handover Equipment,Handover Equipment,Premium Vacuum Hoses,13m
AU,31015,Handover Equipment,Handover Equipment,Premium Vacuum Hoses,15m
AU,31307,Handover Equipment,Handover Equipment,Cleaning Accessories,6”
AU,31308,Handover Equipment,Handover Equipment,Cleaning Accessories,
AU,31312,Handover Equipment,Handover Equipment,Cleaning Accessories,
AU,31313,Handover Equipment,Handover Equipment,Cleaning Accessories,
AU,31327,Handover Equipment,Handover Equipment,Cleaning Accessories,18”
AU,31328,Handover Equipment,Handover Equipment,Cleaning Accessories,18”
AU,31329,Handover Equipment,Handover Equipment,Cleaning Accessories,
AU,31330,Handover Equipment,Handover Equipment,Cleaning Accessories,
AU,31331,Handover Equipment,Handover Equipment,Cleaning Accessories,
AU,31380,Handover Equipment,Handover Equipment,Cleaning Accessories,4’ - 8’
AU,31385,Handover Equipment,Handover Equipment,Cleaning Accessories,8’ - 16’
AU,31405,Test Kits,Test Kits,Kits,
AU,31406,Test Kits,Test Kits,Mineral Test Kits,
AU,31410,Test Kits,Test Kits,Kits,
AU,31420,Test Kits,Test Kits,Test Strips,
AU,31480,Test Kits,Test Kits,Perox,
AU,31481,Test Kits,Test Kits,Perox,
AU,31482,Test Kits,Test Kits,Perox,
AU,31483,Test Kits,Test Kits,Perox,
AU,31484,Test Kits,Test Kits,Perox,
AU,31485,Test Kits,Test Kits,Perox,
AU,31486,Test Kits,Test Kits,Perox,
AU,31487,Test Kits,Test Kits,Perox,
AU,31488,Test Kits,Test Kits,Perox,
AU,31489,Test Kits,Test Kits,Perox,
AU,31490,Test Kits,Test Kits,Perox,
AU,31491,Test Kits,Test Kits,Perox,
AU,31492,Test Kits,Test Kits,Perox,
AU,31493,Test Kits,Test Kits,Perox,
AU,32127,Cleaners,Suction Cleaners,Zodiac Suction Cleaners,
AU,32334,Cleaners,Suction Cleaners,Zodiac Suction Cleaners,
AU,32401,Cleaners,Pressure,Jetvac Cleaners,
AU,32701,Handover Equipment,Handover Equipment,Skimtrol Vacuum Plate,245 x 230
AU,32702,Handover Equipment,Handover Equipment,Skimtrol Vacuum Plate,245 x 215
AU,32703,Handover Equipment,Handover Equipment,Skimtrol Vacuum Plate,230
AU,32704,Handover Equipment,Handover Equipment,Skimtrol Vacuum Plate,245
AU,32705,Handover Equipment,Handover Equipment,Skimtrol Vacuum Plate,215 x 190
AU,32706,Handover Equipment,Handover Equipment,Skimtrol Vacuum Plate,225 x 210
AU,32707,Handover Equipment,Handover Equipment,Skimtrol Vacuum Plate,215
AU,32708,Handover Equipment,Handover Equipment,Skimtrol Vacuum Plate,225
AU,32709,Handover Equipment,Handover Equipment,Skimtrol Vacuum Plate,210
AU,32710,Handover Equipment,Handover Equipment,Skimtrol Vacuum Plate,190
AU,32715,Handover Equipment,Handover Equipment,Skimtrol Vacuum Plate,210
AU,32717,Handover Equipment,Handover Equipment,Skimtrol Vacuum Plate,260
AU,34000,Chemicals - Aquahealth,Oxidisers,Shock,500g
AU,34004,Chemicals - Aquahealth,Oxidisers,Shock,1kg
AU,34005,Chemicals - Aquahealth,Oxidisers,Shock,500g
AU,34006,Chemicals - Aquahealth,Oxidisers,Shock,5kg
AU,34202,Chemicals - Aquahealth,Oxidisers,Chlorine Concentrate,2kg
AU,34204,Chemicals - Aquahealth,Oxidisers,Chlorine Concentrate,4kg
AU,34210,Chemicals - Aquahealth,Oxidisers,Chlorine Concentrate,10kg
AU,34220,Chemicals - Aquahealth,Oxidisers,Chlorine Concentrate,20kg
AU,34305,Chemicals - Aquahealth,Oxidisers,Giant Tabs,5 pack
AU,34310,Chemicals - Aquahealth,Oxidisers,Giant Tabs,10 pack
AU,34350,Chemicals - Aquahealth,Oxidisers,Giant Tabs,50 pack
AU,34420,Chemicals - Aquahealth,Algae Treatment,Algaecides,1kg
AU,34505,Chemicals - Aquahealth,Algae Treatment,Algaecides,1 litre
AU,34511,Chemicals - Aquahealth,Trouble Shooters,,20 litre
AU,34522,Chemicals - Aquahealth,Algae Treatment,Starver,1 litre
AU,34523,Chemicals - Aquahealth,Algae Treatment,Starver,2.5 litre
AU,34524,Chemicals - Aquahealth,Algae Treatment,Starver,20 litre
AU,34531,Chemicals - Aquahealth,Algae Treatment,Starver,1 litre
AU,34550,Chemicals - Aquahealth,Algae Treatment,Concide,500ml
AU,34555,Chemicals - Aquahealth,Algae Treatment,Concide,1 litre
AU,34556,Chemicals - Aquahealth,Algae Treatment,Concide,20 litre
AU,34557,Chemicals - Aquahealth,Algae Treatment,Tropical Algaecide,20 litre
AU,34559,Chemicals - Aquahealth,Algae Treatment,Starver,20 litre
AU,34560,Chemicals - Aquahealth,Algae Treatment,Algaecides,1 litre
AU,34561,Chemicals - Aquahealth,Algae Treatment,Algaecides,2.5 litre
AU,34562,Chemicals - Aquahealth,Algae Treatment,Metal Free Algaecide,20 litre
AU,34612,Chemicals - Aquahealth,Balancers,pH Increaser,2kg
AU,34621,Chemicals - Aquahealth,Balancers,pH Decreaser,1kg
AU,34623,Chemicals - Aquahealth,Balancers,pH Decreaser,3kg
AU,34632,Chemicals - Aquahealth,Balancers,pH Decreaser,15 litres
AU,34642,Chemicals - Aquahealth,Balancers,Alkalinity Increaser,2kg
AU,34644,Chemicals - Aquahealth,Balancers,Alkalinity Increaser,4kg
AU,34646,Chemicals - Aquahealth,Balancers,Alkalinity Increaser,10kg
AU,34650,Chemicals - Aquahealth,Balancers,Alkalinity Increaser,25kg
AU,34651,Chemicals - Aquahealth,Balancers,Hardness Increaser ,1kg
AU,34652,Chemicals - Aquahealth,Balancers,Hardness Increaser ,2kg
AU,34654,Chemicals - Aquahealth,Balancers,Hardness Increaser ,4kg
AU,34658,Chemicals - Aquahealth,Balancers,Hardness Increaser ,8kg
AU,34670,Chemicals - Aquahealth,Balancers,pH Decreaser,5 litres
AU,34702,Chemicals - Aquahealth,Oxidisers,Super 700,2kg
AU,34704,Chemicals - Aquahealth,Oxidisers,Super 700,4kg
AU,34710,Chemicals - Aquahealth,Oxidisers,Super 700,10kg
AU,34711,Chemicals - Aquahealth,Sunscreen,Sunscreen Granular,1kg
AU,34712,Chemicals - Aquahealth,Sunscreen,Sunscreen Granular,2kg
AU,34713,Chemicals - Aquahealth,Sunscreen,Sunscreen Granular,3kg
AU,34714,Chemicals - Aquahealth,Sunscreen,Sunscreen Tabs,(2x 500grm)
AU,34715,Chemicals - Aquahealth,Sunscreen,Sunscreen Granular,25kg
AU,34716,Chemicals - Aquahealth,Sunscreen,Sunscreen Granular,25 kg
AU,34717,Chemicals - Aquahealth,Sunscreen,Sunscreen Tabs,(4 x 500grm)
AU,34721,Chemicals - Aquahealth,Clarifiers,Aquashine,1 litre
AU,34722,Chemicals - Aquahealth,Clarifiers,Aquashine,1 litre
AU,34723,Chemicals - Aquahealth,Clarifiers,Aquashine,200ml
AU,34725,Chemicals - Aquahealth,Clarifiers,Aquashine,5 litre
AU,34726,Chemicals - Aquahealth,Clarifiers,Aquashine,20 litre
AU,34740,Chemicals - Aquahealth,Oxidisers,Super 700,40kg
AU,34742,Chemicals - Aquahealth,Clarifiers,Dropout,2kg
AU,34743,Chemicals - Aquahealth,Preventative & Maintenance,,1 litre
AU,34744,Chemicals - Aquahealth,Preventative & Maintenance,,1 litre
AU,34745,Chemicals - Aquahealth,Trouble Shooters,,20 litre
AU,34747,Chemicals - Aquahealth,Trouble Shooters,,20 litre
AU,34748,Chemicals - Aquahealth,Trouble Shooters,,20 litre
AU,34770,Chemicals - Aquahealth,Trouble Shooters,,1kg
AU,34774,Chemicals - Aquahealth,Liquid Chlorine,Superchlor,5ltr
AU,34776,Chemicals - Aquahealth,Preventative & Maintenance,,1 litre
AU,34780,Chemicals - Aquahealth,Preventative & Maintenance,,5 kg
AU,34781,Chemicals - Aquahealth,Algae Treatment,Algaecides,5 litre
AU,34783,Chemicals - Aquahealth,Trouble Shooters,,5 litre
AU,34784,Chemicals - Aquahealth,Clarifiers,Supa Floc,1 litre
AU,34788,Chemicals - Aquahealth,Oxidisers,Ezi-chlor,1kg
AU,34789,Chemicals - Aquahealth,Oxidisers,Ezi-chlor,2kg
AU,34791,Chemicals - Aquahealth,Oxidisers,Ezi-chlor,4kg
AU,34792,Chemicals - Aquahealth,Oxidisers,Ezi-chlor,10kg
AU,34795,Chemicals - Aquahealth,Preventative & Maintenance,,5 litre
AU,34796,Chemicals - Aquahealth,Preventative & Maintenance,,1 litre
AU,34800,Chemicals - Aquahealth,Clarifiers,Maxi Clear,125gm
AU,34801,Chemicals - Aquahealth,Clarifiers,Maxi Clear,125gm
AU,34802,Chemicals - Aquahealth,Oxidisers,Shock & Swim,1kg
AU,34803,Chemicals - Aquahealth,Oxidisers,Shock & Swim,2kg
AU,34805,Chemicals - Aquahealth,Oxidisers,Shock & Swim,10kg
AU,34806,Chemicals - Aquahealth,Oxidisers,Shock & Swim,500g
AU,34807,Chemicals - Aquahealth,Preventative & Maintenance,,1 litre
AU,34808,Chemicals - Aquahealth,Trouble Shooters,,20 litre
AU,35220,Salts & Minerals,Salts,Pool Salts,20 kg
AU,35303,Filter Media, Sand,,20kg
AU,35305,Filter Media, Sand,,20kg
AU,35308,Filter Media, Sand,,25kg
AU,35658,Chemicals - Aquahealth,Balancers,Hardness Increaser,25kg
AU,36205,Handover Equipment,Handover Equipment,Cleaning Accessories,
AU,36310,Water Treatment, Water Purifiers,Filterking,
AU,45242,Spa Equipment,Spa Equipment,Air Bleed Valve,25mm
AU,45365,Spa Equipment,Spa Equipment,Spa Jets,40mm
AU,45530,Spa Equipment,Spa Equipment,Spa Jets,40mm
AU,45539,Spa Equipment,Spa Equipment,US Swimjets,2.0hp
AU,45540,Spa Equipment,Spa Equipment,US Swimjets,2.5hp
AU,45541,Spa Equipment,Spa Equipment,US Swimjets,40mm
AU,45542,Spa Equipment,Spa Equipment,US Swimjets,40mm
AU,48127,Controllers,Controllers - Ascon,Smart Controllers,
AU,48128,Controllers,Controllers - Ascon,Smart Controllers,
AU,48130,Controllers,Controllers - Ascon,Smart Controllers,
AU,48132,Controllers,Controllers - Ascon,Smart Controllers,
AU,48150,Controllers,Controllers - Ascon,Smart Controllers,
AU,48151,Controllers,Controllers - Ascon,Smart Controllers,
AU,50044,Cleaners,Suction Cleaners,Elite Cleaner Hoses,
AU,50048,Cleaners,Suction Cleaners,Elite Cleaner Hoses,
AU,50100,Cleaners,Suction Cleaners,Swimkleen Cleaner Hoses,
AU,50111,Cleaners,Suction Cleaners,Swimkleen Cleaner Hoses,
AU,62009,Filters - Residential, Cartridge Spares,Filter Cartridges,75 sqft
AU,62010,Filters - Residential,Filter Cartridges,Filter Cartridges,50 sqft
AU,62031,Filters - Residential,Filter Cartridges,,25 sq.ft
AU,62040,Filters - Residential,Filter Cartridges,,25 sq.ft
AU,62041,Filters - Residential,Filter Cartridges,,50 sq.ft
AU,62042,Filters - Residential,Filter Cartridges,,50 sq.ft
AU,62043,Filters - Residential,Filter Cartridges,,75 sq.ft
AU,62044,Filters - Residential,Filter Cartridges,,75 sq.ft
AU,62047,Filters - Residential,Filter Cartridges,,150 sq.ft
AU,62048,Filters - Residential,Filter Cartridges,,50 sq.ft
AU,62049,Filters - Residential,Filter Cartridges,,75 sq.ft
AU,62050,Filters - Residential,Filter Cartridges,,100 sq.ft
AU,62051,Filters - Residential,Filter Cartridges,,25 sq.ft
AU,62078,Water Treatment,Water Treatment System,Filter Cartridges,
AU,62109,Filters - Residential,Filter Spares,Pressure Gauges,250 kPa
AU,62161,Filters - Residential,Filter Spares,Pressure Gauges,250 kPa
AU,62281,Filters - Residential,Filter Cartridges,,100 sq.ft
AU,62282,Filters - Residential,Filter Cartridges,,180 sq.ft
AU,62283,Filters - Residential,Filter Cartridges,,200 sq.ft
AU,62421,Recirculation, Skimmers,Skimmer Accessories,
AU,62451,Filters - Residential,Filter Cartridges,,40 sq.ft
AU,62453,Filters - Residential,Filter Cartridges,,75 sq.ft
AU,66200,"Pipes, Fittings & Plumbing",Plumbing Products,Hose Clamps,32mm
AU,66205,"Pipes, Fittings & Plumbing",Plumbing Products,Hose Clamps,38mm
AU,66215,Handover Equipment,Handover Equipment,Cleaning Accessories,
AU,66220,Handover Equipment,Handover Equipment,Cleaning Accessories,
AU,66264,Handover Equipment,Handover Equipment,Cleaning Accessories,
AU,84000,Heaters,Zane Solar,Roof Fasteners  ,
AU,85020,Heaters,Zane Solar,Gulfstream Absorbers,50m
AU,85024,Heaters,Zane Solar,Gulfstream Absorbers,50m
AU,85107,Heaters,Zane Solar,Controllers,
AU,85112,Heaters,Zane Solar,Controllers,
AU,85163,Heaters,Zane Solar,Zane Spare Parts,
AU,85164,Heaters,Zane Solar,Zane Spare Parts,
AU,85165,Heaters,Zane Solar,Zane Spare Parts,
AU,85167,Heaters,Zane Solar,Zane Spare Parts,
AU,85172,Heaters,Zane Solar,Zane Spare Parts,
AU,85175,Heaters,Zane Solar,Zane Spare Parts,
AU,85179,Heaters,Zane Solar,Zane Spare Parts,
AU,85190,Heaters,Zane Solar,Controllers,
AU,85195,Heaters,Zane Solar,Zane Spare Parts,
AU,85240,Heaters,Zane Solar,Gulfpanel accessories  ,
AU,85251,Heaters,Zane Solar,FlexilocK Fittings  ,
AU,85254,Heaters,Zane Solar,FlexilocK Fittings  ,
AU,85257,Heaters,Zane Solar,FlexilocK Fittings  ,
AU,85306,Heaters,Zane Solar,Roof Fasteners  ,
AU,85316,Heaters,Zane Solar,Roof Fasteners  ,
AU,85318,Heaters,Zane Solar,Roof Fasteners  ,
AU,85403,Heaters,Zane Solar,Gulfpanel accessories  ,
AU,85405,Heaters,Zane Solar,Zane Tools,
AU,85407,Heaters,Zane Solar,Zane Tools,
AU,85411,Heaters,Zane Solar,Zane Tools,
AU,85413,Heaters,Zane Solar,Zane Tools,
AU,85510,Heaters,Zane Solar,BreaK-in Kits  ,
AU,85526,Heaters,Zane Solar,Zane Spare Parts,
AU,85527,Heaters,Zane Solar,Zane Spare Parts,
AU,85530,Valves,Valves,Flow Check Valves,50mm
AU,85531,Valves,Valves,Flow Check Valves,50mm
AU,85539,Heaters,Zane Solar,Vacuum Relief Valves,
AU,85540,Valves,Valves,Flow Check Valves,40mm
AU,85541,Heaters,Zane Solar,Zane Spare Parts,
AU,85545,Heaters,Zane Solar,Vacuum Relief Valves,
AU,85615,Heaters,Zane Solar,Roof Fasteners  ,
AU,99006,Merchandise,Swimart Merchandise,Water Test Bottles,
AU,111009,"Pipes, Fittings & Plumbing", PVC Pipes,Pipes Class 9,100mm x 6m
AU,111012,"Pipes, Fittings & Plumbing", PVC Pipes,Pipes Class 12,100mm x 6m
AU,111515,"Pipes, Fittings & Plumbing", PVC Pipes,Pipes Class 15,15mm x 6m
AU,112012,"Pipes, Fittings & Plumbing", PVC Pipes,Pipes Class 12,20mm x 6m
AU,112509,"Pipes, Fittings & Plumbing", PVC Pipes,Pipes Class 9,25mm x 6m
AU,112512,"Pipes, Fittings & Plumbing", PVC Pipes,Pipes Class 12,25mm x 6m
AU,114008,"Pipes, Fittings & Plumbing", PVC Pipes,Pipes Class 9,40mm x 3m
AU,114009,"Pipes, Fittings & Plumbing",PVC Pipes,Pipes Class 9,40mm x 6m
AU,114012,"Pipes, Fittings & Plumbing", PVC Pipes,Pipes Class 12,40mm x 6m
AU,114015,"Pipes, Fittings & Plumbing",PVC Pipes,Solar Pipes,40mm x 6m
AU,114018,"Pipes, Fittings & Plumbing", PVC Pipes,Pipes Class 18,40mm x 6m
AU,115009,"Pipes, Fittings & Plumbing", PVC Pipes,Pipes Class 9,50mm x 6m
AU,115012,"Pipes, Fittings & Plumbing",PVC Pipes,Pipes Class 12,50mm x 6m
AU,115013,"Pipes, Fittings & Plumbing", PVC Pipes,Solar Pipes,50mm x 6m
AU,116512,"Pipes, Fittings & Plumbing", PVC Pipes,Pipes Class 12,65mm x 6m
AU,118009,"Pipes, Fittings & Plumbing", PVC Pipes,Pipes Class 9,80mm x 6m
AU,118012,"Pipes, Fittings & Plumbing", PVC Pipes,Pipes Class 12,80mm x 6m
AU,121015,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 45,15mm
AU,121020,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 45,20mm
AU,121025,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 45,25mm
AU,121040,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 45,40mm
AU,121042,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 90,40mm
AU,121050,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 45,50mm
AU,121052,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 90,50mm
AU,121080,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 45,80mm
AU,121315,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 90,15mm
AU,121320,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 90,20mm
AU,121325,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 90,25mm
AU,121340,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 90,40mm
AU,121342,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 90,40mm
AU,121343,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 90,40mm
AU,121350,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 90,50mm
AU,121352,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 90,50mm
AU,121365,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 90,65mm
AU,121380,"Pipes, Fittings & Plumbing", PVC Fittings,Elbow 90,80mm
AU,121552,"Pipes, Fittings & Plumbing", PVC Fittings,Sweep Elbow,50mm
AU,121553,"Pipes, Fittings & Plumbing", PVC Fittings,Sweep Elbow,50mm
AU,121558,"Pipes, Fittings & Plumbing", PVC Fittings,Sweep Elbow Kits For Multiport Valves,40mm
AU,121559,"Pipes, Fittings & Plumbing", PVC Fittings,Sweep Elbow Kits For Multiport Valves,50mm
AU,121720,"Pipes, Fittings & Plumbing", PVC Fittings,Male Valve Socket,20mm
